video_id,desc,author,author_id,create_time,tags,duration,digg_count,comment_count,play_count,share_count,video_url
7512104592567504155,儿歌《读书郎》小二郎#幼儿启蒙教育 #儿歌律动 #幼儿园 #启蒙教育 #儿童睡前故事,儿童诗歌精选,1584809102552155,2025-06-04 22:42:41,"幼儿启蒙教育, 儿歌律动, 幼儿园, 启蒙教育, 儿童睡前故事",0,6404,214,0,1952,https://www.douyin.com/video/7512104592567504155
7520734944016993586,<欣月复活>^^矢O//乎#当代大学生精神状态 #看了不后悔系列 #炒鸡好看小说 #女大学生,梨诗歌,4294024943634568,2025-06-28 04:53:48,"当代大学生精神状态, 看了不后悔系列, 炒鸡好看小说, 女大学生",0,272,6,0,7,https://www.douyin.com/video/7520734944016993586
7520400885827079424,欣月湖心，纸～胡#当代大学生精神状态 #炒鸡好看小说 #女大学生 #宝藏小说,梨诗歌,4294024943634568,2025-06-27 11:15:00,"当代大学生精神状态, 炒鸡好看小说, 女大学生, 宝藏小说",0,138,0,0,3,https://www.douyin.com/video/7520400885827079424
7520942036196707641,从今以后，我就珍惜两种人。一种是没有义务却陪着我的人，一种是 没有利益却惦记我的人。#朗诵 #诗词 #诗歌 #情感 #那个语文老师,那个语文老师,202757793388062,2025-06-28 18:16:19,"朗诵, 诗词, 诗歌, 情感, 那个语文老师",0,2301,659,0,119,https://www.douyin.com/video/7520942036196707641
7520994764008721715,《好宝宝》天蓝蓝，背起小书包，我是好宝宝，爱爸爸爱妈妈#儿童动画 #启蒙早教 #儿童益智 #儿童启蒙,儿童诗歌精选,1584809102552155,2025-06-28 21:41:00,"儿童动画, 启蒙早教, 儿童益智, 儿童启蒙",0,25,2,0,4,https://www.douyin.com/video/7520994764008721715
7515577571292941626,他从不说爱，却把一生的光阴熬成最浓的糖；他明明那么普通，却伟岸的像山一样 #父亲节#父亲节快乐#父爱如山 #父亲节我给老爸颁个奖#素衣凝香 ,素衣凝香诗歌,659295771575415,2025-06-14 07:19:35,"父亲节, 父亲节快乐, 父爱如山, 父亲节我给老爸颁个奖, 素衣凝香",0,1561,319,0,269,https://www.douyin.com/video/7515577571292941626
7519405949552528675,#西楼儿女,🏀诗歌趁年华🏀,3490270980873707,2025-06-24 14:55:33,西楼儿女,0,643,24,0,142,https://www.douyin.com/video/7519405949552528675
7520592850883497243,溆浦：屈子行吟诗歌之源 溆浦：屈子行吟诗歌之源 #第五届湖南旅游发展大会#福地怀化懂你如家#福地怀化如诗如画#诗歌里的溆浦 #每一个热爱诗歌的人都应该去溆浦走一走@怀化文旅 @我的怀化,溆浦旅游,71613158325,2025-06-27 19:41:29,,0,53,2,0,4,https://www.douyin.com/video/7520592850883497243
7517965747537284410,“黑暗”找到“光明”，“迷失”中“被寻回”#诗歌 #唱出你的心声,兰煊老师教诗歌,3547472661577803,2025-06-20 17:46:46,"诗歌, 唱出你的心声",0,3784,139,0,199,https://www.douyin.com/video/7517965747537284410
7520811899531185468,#史诗#诗歌#西游长生园#四大名著,姜恿,2729441515809536,2025-06-28 09:51:19,"史诗, 诗歌, 西游长生园, 四大名著",0,595,132,0,0,https://www.douyin.com/video/7520811899531185468
7521203093020822844,#小白兔白又白 #儿歌 #小白兔 @抖音创作小助手 ，小白兔，白又白两只耳朵竖起来,儿童诗歌,1093360752269408,2025-06-29 11:09:22,"小白兔白又白, 儿歌, 小白兔",0,15,1,0,1,https://www.douyin.com/video/7521203093020822844
7511221392542485760,儿童启蒙，唐诗三百首，每天一首必背古诗分享《望庐山瀑布》#国学启蒙 #学古诗 #唐诗 #儿歌 #唐诗三百首,宝宝早教诗歌,1209095313174340,2025-06-02 13:35:28,"国学启蒙, 学古诗, 唐诗, 儿歌, 唐诗三百首",0,352,112,0,43,https://www.douyin.com/video/7511221392542485760
7501673296276131112,儿童启蒙，唐诗三百首，每天一首必背古诗分享《一去二三里》#学古诗 #国学启蒙 #幼儿古诗 #幼儿启蒙 #ai,宝宝早教诗歌,1209095313174340,2025-05-07 20:03:58,"学古诗, 国学启蒙, 幼儿古诗, 幼儿启蒙, ai",0,19093,850,0,5710,https://www.douyin.com/video/7501673296276131112
7515341435245481216,#愿为你,🏀诗歌趁年华🏀,3490270980873707,2025-06-13 16:03:13,愿为你,0,3171,143,0,2896,https://www.douyin.com/video/7515341435245481216
7501979431255641384,儿童启蒙，唐诗三百首，每天一首必背古诗分享《一去二三里》#国学启蒙 #学古诗 #幼儿古诗 #幼儿启蒙 #启蒙早教儿歌,宝宝早教诗歌,1209095313174340,2025-05-08 15:51:54,"国学启蒙, 学古诗, 幼儿古诗, 幼儿启蒙, 启蒙早教儿歌",0,684,34,0,244,https://www.douyin.com/video/7501979431255641384
7521098057951399206,诗歌朗诵唐白居易《琵琶行》浔阳江头夜送客，枫叶荻花秋瑟瑟 #唐诗三百首 #创作者中心 #创作灵感,浣溪沙～人间有味是清欢,106178047937,2025-06-29 04:22:12,"唐诗三百首, 创作者中心, 创作灵感",0,205,79,0,4,https://www.douyin.com/video/7521098057951399206
7520686071136472380,拒绝焦虑❗四升五年级上册暑假预习背诵表 拒绝焦虑❗四升五年级上册暑假预习背诵表 四升五年级暑假该预习哪些方面的内容，古诗译文日积月累！跟着背诵版逐字闯关，打好基础。#单元归纳[话题……版本过低，升级后,朱老师四年级,9273409013015,2025-06-28 01:43:10,"单元归纳, 小学语文怎么学, 语文预习, 学习打卡, 五年级语文",0,2097,229,0,1255,https://www.douyin.com/video/7520686071136472380
7512108566866906426,儿童启蒙，唐诗三百首，每天一首必背古诗分享《赠汪伦》#唐诗 #儿歌 #启蒙早教 #启蒙 ##古诗吟唱,宝宝早教诗歌,1209095313174340,2025-06-04 22:57:56,"唐诗, 儿歌, 启蒙早教, 启蒙, 古诗吟唱",0,486,153,0,47,https://www.douyin.com/video/7512108566866906426
7520640569703910715,奔跑吧张真源,田园诗歌,3795154764314638,2025-06-27 22:46:28,,0,12,0,0,0,https://www.douyin.com/video/7520640569703910715
7521208852822904099,儿童启蒙，唐诗三百首，每天一首必背古诗分享《水调歌头・明月几时有》#国学启蒙 #唐诗 #启蒙教育 #古诗吟唱 #儿歌,宝宝早教诗歌,1209095313174340,2025-06-29 11:31:42,"国学启蒙, 唐诗, 启蒙教育, 古诗吟唱, 儿歌",0,14,5,0,0,https://www.douyin.com/video/7521208852822904099
7519206462389570831,让诗人躺平的地方：三正半山温泉酒店——诗意栖居之地 #诗歌万里行#祁人#三正半山,祁人：诗歌万里行,1983146159256667,2025-06-24 02:01:52,"诗歌万里行, 祁人, 三正半山",0,66,7,0,0,https://www.douyin.com/video/7519206462389570831
7521299015854476604,日本动画最长告白“7453”字数#超超超超超喜欢你的100个女朋友 #爱城恋太郎 #吉尼斯世界纪录 #离谱 #诗歌剧,蕾姆鱼鱼,364676695197454,2025-06-29 17:21:33,"超超超超超喜欢你的100个女朋友, 爱城恋太郎, 吉尼斯世界纪录, 离谱, 诗歌剧",0,1201,71,0,284,https://www.douyin.com/video/7521299015854476604
7521353277620210970,溱洧水城项目是新密市“文旅兴市”的关键落子。是新密市实施“文旅兴市”的标志性工程。 《诗经》作为中国最早的诗歌总集，其中“郑风”“桧风”便发源于新密市境的溱水、洧水流域。两千六百多……版本过低，升级后,新密同城会,15525945681,2025-06-29 20:52:06,"溱洧水城, 河南旅游, 发现郑青春, 郑州遛娃好去处, 新密同城会",0,276,112,0,34,https://www.douyin.com/video/7521353277620210970
7521100637272329524,#往后余生,🏀诗歌趁年华🏀,3490270980873707,2025-06-29 04:32:27,往后余生,0,312,25,0,64,https://www.douyin.com/video/7521100637272329524
7520259960459939081,儿歌古诗 晓出净慈寺送林子方，人教版必背古诗词#儿歌早教 #儿歌100首 #古诗 #田逗集合 #一甲萌宝,逗逗田里诗歌多🎶🌙,83317583420,2025-06-28 20:00:00,"儿歌早教, 儿歌100首, 古诗, 田逗集合, 一甲萌宝",0,1,0,0,0,https://www.douyin.com/video/7520259960459939081
7521099945408548122,,王辉女装,3865521704665799,2025-06-29 04:29:41,,0,282,10,0,16,https://www.douyin.com/video/7521099945408548122
7520927671640886588,王玉雯,田园诗歌,3795154764314638,2025-06-28 17:20:34,,0,9,0,0,2,https://www.douyin.com/video/7520927671640886588
7520640569703910715,奔跑吧张真源,田园诗歌,3795154764314638,2025-06-27 22:46:28,,0,12,0,0,0,https://www.douyin.com/video/7520640569703910715
7520925533447294268,何瑞贤,田园诗歌,3795154764314638,2025-06-28 17:12:16,,0,11,1,0,1,https://www.douyin.com/video/7520925533447294268
7521113072590179610,#合拍朗诵#诗歌朗诵 #奇遇 林河作品【天庭女孩的奇遇（二）】邀请您合拍朗诵。,林河02001,4252566743159575,2025-06-29 05:20:16,"合拍朗诵, 奇遇",0,102,30,0,0,https://www.douyin.com/video/7521113072590179610
7502625882827689256,儿童启蒙，唐诗三百首，每天一首必背古诗分享《寻隐者不遇》#幼儿启蒙 #唐诗三百首 #启蒙早教儿歌 #儿歌 #启蒙早教儿歌,宝宝早教诗歌,1209095313174340,2025-05-10 09:40:33,"幼儿启蒙, 唐诗三百首, 启蒙早教儿歌, 儿歌, 启蒙早教儿歌",0,553,172,0,92,https://www.douyin.com/video/7502625882827689256
7521519237513563427,岁月，总是在不经意间溜走。 岁月如同一首无声的歌，在指尖轻轻滑过，留下的是淡淡的痕迹和深深的回忆。回首往事，仿佛一切都还在昨天，可实际上，那些美好的时光早已远去。,沉默诗歌,3153874724329176,2025-06-30 07:36:10,,0,36,12,0,0,https://www.douyin.com/video/7521519237513563427
7521566481521757498,#古诗词#诗词#朗诵#诗歌#王维 《送别》[唐]王维 我们用离开证明，某些相遇从不会被距离吹散,夏鸣,7493751812874535996,2025-06-30 10:39:30,"古诗词, 诗词, 朗诵, 诗歌, 王维",0,0,0,0,0,https://www.douyin.com/video/7521566481521757498
7521572070633229609,回答-北岛 生活还要继续 希望你会碰到对的人 满眼都是你#原创 #朗诵#诗歌,橙子冲啊冲,3746760786184843,2025-06-30 11:01:11,"原创, 朗诵, 诗歌",0,0,0,0,0,https://www.douyin.com/video/7521572070633229609
7521547218948820258,#配音师,诗歌,105105635698,2025-06-30 09:24:47,配音师,0,1,0,0,0,https://www.douyin.com/video/7521547218948820258
7520734975659412755,《石榴花开时》石榴花开，情丝暗涌，从春到秋，道尽深情与眷恋。 #诗歌原创 #诗歌朗诵 《石榴花开时》诗以细腻笔触，勾勒出石榴花与爱情交织的唯美画卷。从石榴树抽叶到花开，再到结果，将暗恋的情愫融入其中，,世界因你而精彩,641763745741405,2025-06-28 04:59:48,"诗歌原创, 诗歌朗诵",0,146,76,0,0,https://www.douyin.com/video/7520734975659412755
7521218267479608585,千家诗卷三 七绝 诗歌积累，很多耳熟能详的诗句都出在这里。 ＃唐诗#知识分享 #涨知识 #知识点总结,诗书集曼,1981764185635739,2025-06-29 12:08:15,"知识分享, 涨知识, 知识点总结",0,5,0,0,0,https://www.douyin.com/video/7521218267479608585
7521554734118538553,,好好学练诗歌,98689338403,2025-06-30 09:53:55,,0,4,0,0,0,https://www.douyin.com/video/7521554734118538553
7520934484629835068,我自无心观山海，却由山海研墨来： “余生，非你不爱，一字不改！” #现代诗 #现代诗歌 #诗词文案 #原创文案 #古风,四月裂帛,93692116153,2025-06-28 17:47:01,"现代诗, 现代诗歌, 诗词文案, 原创文案, 古风",0,911,122,0,138,https://www.douyin.com/video/7520934484629835068
7521331411363269945,#西子爱情诗歌,西子爱情诗歌,110038645196,2025-06-29 19:27:16,西子爱情诗歌,0,21,3,0,0,https://www.douyin.com/video/7521331411363269945
7521323288295984411,巩岩诗歌：虎遇蔷薇（民国小调）简版 #民国风情 #好听音乐 #唯美诗词,巩岩诗歌,2428135079422280,2025-06-29 18:56:07,"民国风情, 好听音乐, 唯美诗词",0,2,2,0,0,https://www.douyin.com/video/7521323288295984411
7521117898628648246,《状元桥书》妙笔勾勒状元桥故事，重现黄梅戏经典动人风采。 #诗歌原创 #诗歌朗诵 《状元桥书》诗歌以灵动笔触将状元桥与《女驸马》故事融合，从桥的岁月痕迹到冯素珍的传奇经历，字句间流淌着细腻情感。“笔尖,世界因你而精彩,641763745741405,2025-06-29 05:43:44,"诗歌原创, 诗歌朗诵",0,128,77,0,0,https://www.douyin.com/video/7521117898628648246
7520828390346984763,#诵读经典散文诗歌#《你是我最美的遇见》#诗意描述了流星、樱花和友谊的美丽与永恒。表达了对生命中美妙相遇的珍惜#,春明诵读,817684295720862,2025-06-28 10:55:18,"诵读经典散文诗歌, 诗意描述了流星、樱花和友谊的美丽与永恒。表达了对生命中美妙相遇的珍惜",0,994,565,0,0,https://www.douyin.com/video/7520828390346984763
7520664812607769919,《西子的国》 ——北之南/莫西子 #原创 #文学 #现代诗 #随笔 #原创诗歌,北之南,4070809966485210,2025-06-28 00:20:35,"原创, 文学, 现代诗, 随笔, 原创诗歌",0,477,15,0,23,https://www.douyin.com/video/7520664812607769919
7521149323553262907,诗歌/《临江仙·如是禅心》#上热门🔥🔥 #原创诗词 #每日一首诗 #抖音热歌 #万歌诗词 @DOU+小助手,万歌诗词——源于生活自我原创,105805990530,2025-06-29 07:40:42,"上热门🔥🔥, 原创诗词, 每日一首诗, 抖音热歌, 万歌诗词",0,39,27,0,1,https://www.douyin.com/video/7521149323553262907
7521521841770859827,和 @李楚涵散文诗歌（合拍诵读） 一起 #合拍 《七律·诗意江南雨》#美文分享感谢聆听 #美好的一天从清晨开始,朦胧天际,4446068357741192,2025-06-30 07:46:19,"合拍, 美文分享感谢聆听, 美好的一天从清晨开始",0,126,60,0,0,https://www.douyin.com/video/7521521841770859827
7521526417566240039,《山居秋暝》是一首五言律诗。此诗描绘了秋雨初晴后傍晚时分山村的旖旎风光和山居村民的淳朴风尚，表现了诗人寄情山水田园并对隐居生活怡然自得的满足心情，以自然美来表现人格美和社会美。全诗……版本过低，升级后,萌童学诗歌,2678858887732016,2025-06-30 08:04:05,"启蒙早教, 和抖音一起学古诗, 古诗词, 唐诗三百首, 每日打卡一首诗",0,1,1,0,1,https://www.douyin.com/video/7521526417566240039
7521296023890873652,一去二三里 《一去二三里》是宋代诗人邵雍的一首五言绝句，语言简练，充满童趣，常被用作儿童启蒙诗歌。以下是全诗及赏析： 《一去二三里》 一去二三里，烟村四五家。   亭台六七座，八九……版本过低，升级后,糖糖妈妈成长双螺旋,97206638619,2025-06-29 17:10:01,"古诗词, 古诗词的魅力, 爱上古诗词, 一去二三里",0,4,0,0,0,https://www.douyin.com/video/7521296023890873652
7521379456926207242,《诗词里的荷香》 请欣赏22位朗读者倾情合诵江风秦雨诗歌，愿我们像荷花那样，不与世俗同流合污，永远保持自己的纯洁与高尚！#原创作品,江风秦雨,1337476761523896,2025-06-29 22:34:09,,0,75,18,0,0,https://www.douyin.com/video/7521379456926207242
