video_id,desc,author,author_id,author_homepage,create_time,tags,digg_count,comment_count,share_count,video_url
7492615180963073330,“山西省运城市，为什么GDP总量倒数第五？” #地理 #极地理 #山西 #运城,极地理,7473482753671447612,https://www.douyin.com/user/MS4wLjABAAAARLyCpMKXJJH23740ZSmEALiEGwb3X2fgRtj3Td47TWUyR_0G5GvZtTgqizNuiMDL,2025-04-13 10:16:18,"地理, 极地理, 山西, 运城",41889,7263,22298,https://www.douyin.com/video/7492615180963073330
7520986252276141375,黎巴嫩是一个怎样的国家呢？ #地理#地理科普,地图探索世界,54558310748,https://www.douyin.com/user/MS4wLjABAAAAZOGTRCM4HE0i2Mk_H7oEbcjcRTcf7JK4FNq3SEjzQwk,2025-06-28 21:07:53,地理,1640,26,72,https://www.douyin.com/video/7520986252276141375
7443303297697451274,海南，我国面积最大的省份，它到底有多美？ #海南 #旅行 #地理知识 #三亚旅游,地理科普局,932848908899403,https://www.douyin.com/user/MS4wLjABAAAAFLiU7BSSGKleJ6lkprNLcvgYIDnsUgLiMLOvdgm4xF4,2024-12-01 13:02:16,"海南, 旅行, 地理知识, 三亚旅游",23359,2604,6177,https://www.douyin.com/video/7443303297697451274
7482983501864635706,中国距离也门有多远？ 从中国西藏最西端到也门，其实直线距离只有3000公里左右。 那么如果走海运呢？ 实际航行距离，达到了7000到8000公里。#地图 #地理,每日地理,3230827464629360,https://www.douyin.com/user/MS4wLjABAAAA7QxkwL2bIleYi-5BZL8alj-oX4ErnOjlqLlhZav3Z6QHhwip17iFr85LjvSLtD-P,2025-03-18 11:17:56,"地图, 地理",14038,301,277,https://www.douyin.com/video/7482983501864635706
7463471794733845812,湖北发展还是太全面了，为何被称为中部“显眼包”？ #地理 #内容启发搜索 #湖北 #地理知识,地理小小怪谈,2032349671863277,https://www.douyin.com/user/MS4wLjABAAAASYtC-EZmeEVSBsMPQfaSuhl_n1qu-OipWi7JsocNFNtS2xFYyv2pGTTgT4zh8VF5,2025-01-25 07:07:00,"地理, 内容启发搜索, 湖北, 地理知识",33423,18665,8122,https://www.douyin.com/video/7463471794733845812
7507559716881452340,中国带领60国成立新组织，不到24小时，一国退出国际刑事法院 #地理知识 #三维地理世界 #通过地图看世界 #国际调解院 #匈牙利,地理微观,109489510972,https://www.douyin.com/user/MS4wLjABAAAAqADI2dBVccOTOojOZI9spn3ygn6a1oQKr-lgsprvUt0,2025-05-23 16:46:19,"地理知识, 三维地理世界, 通过地图看世界, 国际调解院, 匈牙利",56292,847,4178,https://www.douyin.com/video/7507559716881452340
7506100606193421577,氛子地理核心考点60秒丨河流袭夺 河流袭夺是怎么回事？光天化日下明抢？#河流袭夺 #高考地理 #地理知识 #地理考点 #地理科普,氛子地理研究所,4239309190203239,https://www.douyin.com/user/MS4wLjABAAAAu5Cv2eZBbbIvZqyoD0al3CdHypDE47cVCLHlhD6BKY1RLYBQzSKUAGk6Y3rD3JSk,2025-05-19 20:25:54,"河流袭夺, 高考地理, 地理知识, 地理考点, 地理科普",18972,280,3287,https://www.douyin.com/video/7506100606193421577
7491638791548046592,江苏是南方还是北方？为什么都说他是散装的#地图#地理#江苏#科普#苏州,唱地理,7443304610180367418,https://www.douyin.com/user/MS4wLjABAAAA5X3hU5KE3W9UF_O4XxE4ZQfDIMu7DYn8XJcpIctVGlPrgCrUT8Tyq3nXHAY5YTcB,2025-04-10 19:05:07,"地图, 地理, 江苏, 科普, 苏州",86286,15496,28070,https://www.douyin.com/video/7491638791548046592
7496819334715690274,山东聊城——穷的很稳定，但房价“没跌”的城市， #地理知识 #科普 #搞笑,老五地理,68276086160,https://www.douyin.com/user/MS4wLjABAAAA2eif0jBybogsn3xypZvHP7NAtzWniYlB154kUAz9Azw,2025-04-24 18:11:05,"地理知识, 科普, 搞笑",41727,4318,43728,https://www.douyin.com/video/7496819334715690274
7518057266570939684,地理——中国山脉的分布 山脉纵横，构成地形基本骨架 #匠心地理 #中国山脉 #中国地理 #科普 #看见音乐计划,匠心地理,109353724777,https://www.douyin.com/user/MS4wLjABAAAApMehDHnzQos9KHl-jFMnsZ-75jl4rydkFd6WXCQ105o,2025-06-21 07:00:00,"匠心地理, 中国山脉, 中国地理, 科普, 看见音乐计划",16958,473,1663,https://www.douyin.com/video/7518057266570939684
