source_url,resolved_url,user_id,sec_user_id,nickname,unique_id,signature,gender,age,address,follower_count,following_count,aweme_count,total_favorited
https://www.douyin.com/user/MS4wLjABAAAAdvt1HdhoHTLmfy_imjkWAuMiWCsdOnhhM5Ovhpq1ZLs,https://www.douyin.com/user/MS4wLjABAAAAdvt1HdhoHTLmfy_imjkWAuMiWCsdOnhhM5Ovhpq1ZLs,,MS4wLjABAAAAdvt1HdhoHTLmfy_imjkWAuMiWCsdOnhhM5Ovhpq1ZLs,,,,Unknown,Unknown,Unknown,0,0,0,0
https://www.douyin.com/user/MS4wLjABAAAA6D8xTHJzgxtWTTkg4VBv-GAmICIOKA5QD4o8-xrq45AwGnhKKCtBcHMA76bSJSr9,https://www.douyin.com/user/MS4wLjABAAAA6D8xTHJzgxtWTTkg4VBv-GAmICIOKA5QD4o8-xrq45AwGnhKKCtBcHMA76bSJSr9,,MS4wLjABAAAA6D8xTHJzgxtWTTkg4VBv-GAmICIOKA5QD4o8-xrq45AwGnhKKCtBcHMA76bSJSr9,,,,Unknown,Unknown,Unknown,0,0,0,0
https://www.douyin.com/user/MS4wLjABAAAAf9AH3xb8dg6owfjyF4UBsHtuEpsNPxEsE2_xeNWoams,https://www.douyin.com/user/MS4wLjABAAAAf9AH3xb8dg6owfjyF4UBsHtuEpsNPxEsE2_xeNWoams,,MS4wLjABAAAAf9AH3xb8dg6owfjyF4UBsHtuEpsNPxEsE2_xeNWoams,,,,Unknown,Unknown,Unknown,0,0,0,0
https://www.douyin.com/user/MS4wLjABAAAAeWUauzZI5qsoJCAf0Nc9Se3Z1X4iDtJBEmJ8RK-aVSk3vLyVwkOaL_ro4aT1lXHn,https://www.douyin.com/user/MS4wLjABAAAAeWUauzZI5qsoJCAf0Nc9Se3Z1X4iDtJBEmJ8RK-aVSk3vLyVwkOaL_ro4aT1lXHn,,MS4wLjABAAAAeWUauzZI5qsoJCAf0Nc9Se3Z1X4iDtJBEmJ8RK-aVSk3vLyVwkOaL_ro4aT1lXHn,,,,Unknown,Unknown,Unknown,0,0,0,0
https://www.douyin.com/user/MS4wLjABAAAA5X3hU5KE3W9UF_O4XxE4ZQfDIMu7DYn8XJcpIctVGlPrgCrUT8Tyq3nXHAY5YTcB,https://www.douyin.com/user/MS4wLjABAAAA5X3hU5KE3W9UF_O4XxE4ZQfDIMu7DYn8XJcpIctVGlPrgCrUT8Tyq3nXHAY5YTcB,,MS4wLjABAAAA5X3hU5KE3W9UF_O4XxE4ZQfDIMu7DYn8XJcpIctVGlPrgCrUT8Tyq3nXHAY5YTcB,,,,Unknown,Unknown,Unknown,0,0,0,0
https://www.douyin.com/user/MS4wLjABAAAAxA44mxJVod_Aq5wc0cZrbZHJ2S_DnoJctGpb_mOvsxs,https://www.douyin.com/user/MS4wLjABAAAAxA44mxJVod_Aq5wc0cZrbZHJ2S_DnoJctGpb_mOvsxs,,MS4wLjABAAAAxA44mxJVod_Aq5wc0cZrbZHJ2S_DnoJctGpb_mOvsxs,,,,Unknown,Unknown,Unknown,0,0,0,0
https://www.douyin.com/user/MS4wLjABAAAAVbgvIGWUL5novVrAlrx7-HDchJpPROzNqwrUsoTWB_bilLqoCBX9oqo-PJaY_Vgo,https://www.douyin.com/user/MS4wLjABAAAAVbgvIGWUL5novVrAlrx7-HDchJpPROzNqwrUsoTWB_bilLqoCBX9oqo-PJaY_Vgo,,MS4wLjABAAAAVbgvIGWUL5novVrAlrx7-HDchJpPROzNqwrUsoTWB_bilLqoCBX9oqo-PJaY_Vgo,,,,Unknown,Unknown,Unknown,0,0,0,0
https://www.douyin.com/user/MS4wLjABAAAAWhF8vhhYbbm5EZGg_nu4lE6GwdltzMaKhXkA4OCvk9s,https://www.douyin.com/user/MS4wLjABAAAAWhF8vhhYbbm5EZGg_nu4lE6GwdltzMaKhXkA4OCvk9s,,MS4wLjABAAAAWhF8vhhYbbm5EZGg_nu4lE6GwdltzMaKhXkA4OCvk9s,,,,Unknown,Unknown,Unknown,0,0,0,0
https://www.douyin.com/user/MS4wLjABAAAAQliR3awO_SXlxo_ORb5YrCnVVtVG1JcihFP9qYOAfVu32BjnZOtOVXhRKu5em0Ga,https://www.douyin.com/user/MS4wLjABAAAAQliR3awO_SXlxo_ORb5YrCnVVtVG1JcihFP9qYOAfVu32BjnZOtOVXhRKu5em0Ga,,MS4wLjABAAAAQliR3awO_SXlxo_ORb5YrCnVVtVG1JcihFP9qYOAfVu32BjnZOtOVXhRKu5em0Ga,,,,Unknown,Unknown,Unknown,0,0,0,0
https://www.douyin.com/user/MS4wLjABAAAAQk0p6Ek7qgUNeKxd0WcvEB-X9ugUNaWKA5pfFnjP951yVFZ-rJ68dbu7HplLo00J,https://www.douyin.com/user/MS4wLjABAAAAQk0p6Ek7qgUNeKxd0WcvEB-X9ugUNaWKA5pfFnjP951yVFZ-rJ68dbu7HplLo00J,,MS4wLjABAAAAQk0p6Ek7qgUNeKxd0WcvEB-X9ugUNaWKA5pfFnjP951yVFZ-rJ68dbu7HplLo00J,,,,Unknown,Unknown,Unknown,0,0,0,0
https://www.douyin.com/user/MS4wLjABAAAAGK1f72whyw7gkNqDUfQqbypmQBAj_WlSxOarvxoepK0kWnX4Xpm_YGV-0E54aGjn,https://www.douyin.com/user/MS4wLjABAAAAGK1f72whyw7gkNqDUfQqbypmQBAj_WlSxOarvxoepK0kWnX4Xpm_YGV-0E54aGjn,,MS4wLjABAAAAGK1f72whyw7gkNqDUfQqbypmQBAj_WlSxOarvxoepK0kWnX4Xpm_YGV-0E54aGjn,,,,Unknown,Unknown,Unknown,0,0,0,0
https://www.douyin.com/user/MS4wLjABAAAAY841wfC3fdvm6ShLmwLZLPLWOtNDAJzcuLPqNz2k8jnzVZsnHBQbvhHe92R27Scj,https://www.douyin.com/user/MS4wLjABAAAAY841wfC3fdvm6ShLmwLZLPLWOtNDAJzcuLPqNz2k8jnzVZsnHBQbvhHe92R27Scj,,MS4wLjABAAAAY841wfC3fdvm6ShLmwLZLPLWOtNDAJzcuLPqNz2k8jnzVZsnHBQbvhHe92R27Scj,,,,Unknown,Unknown,Unknown,0,0,0,0
https://www.douyin.com/user/MS4wLjABAAAAqN0M0RY9V9oODY-_BgdciAmaBQ1FOU4X9dLyB__LRlU,https://www.douyin.com/user/MS4wLjABAAAAqN0M0RY9V9oODY-_BgdciAmaBQ1FOU4X9dLyB__LRlU,,MS4wLjABAAAAqN0M0RY9V9oODY-_BgdciAmaBQ1FOU4X9dLyB__LRlU,,,,Unknown,Unknown,Unknown,0,0,0,0
https://www.douyin.com/user/MS4wLjABAAAAzq8GhD-miOYSLocmUO7E4Pt8fJK3hTrWstzT0fbJJsc,https://www.douyin.com/user/MS4wLjABAAAAzq8GhD-miOYSLocmUO7E4Pt8fJK3hTrWstzT0fbJJsc,,MS4wLjABAAAAzq8GhD-miOYSLocmUO7E4Pt8fJK3hTrWstzT0fbJJsc,,,,Unknown,Unknown,Unknown,0,0,0,0
https://www.douyin.com/user/MS4wLjABAAAANzM4u-l3cY4teN83izGOUPZZxwjnjvexLS1L83QxF0o,https://www.douyin.com/user/MS4wLjABAAAANzM4u-l3cY4teN83izGOUPZZxwjnjvexLS1L83QxF0o,,MS4wLjABAAAANzM4u-l3cY4teN83izGOUPZZxwjnjvexLS1L83QxF0o,,,,Unknown,Unknown,Unknown,0,0,0,0
https://www.douyin.com/user/MS4wLjABAAAA2fvbUNtgKouEcEXBnh4B2xBG9_QUReLTdlIB77efuRuRYRTJbzcctb1ptwbF3LWv,https://www.douyin.com/user/MS4wLjABAAAA2fvbUNtgKouEcEXBnh4B2xBG9_QUReLTdlIB77efuRuRYRTJbzcctb1ptwbF3LWv,,MS4wLjABAAAA2fvbUNtgKouEcEXBnh4B2xBG9_QUReLTdlIB77efuRuRYRTJbzcctb1ptwbF3LWv,,,,Unknown,Unknown,Unknown,0,0,0,0
https://www.douyin.com/user/MS4wLjABAAAAtc9DJhRNK6rj30SYefeKUvOze08hIzaP0gdhpX5W8s1bQLyXZ3qvhy_yutld3Wgp,https://www.douyin.com/user/MS4wLjABAAAAtc9DJhRNK6rj30SYefeKUvOze08hIzaP0gdhpX5W8s1bQLyXZ3qvhy_yutld3Wgp,,MS4wLjABAAAAtc9DJhRNK6rj30SYefeKUvOze08hIzaP0gdhpX5W8s1bQLyXZ3qvhy_yutld3Wgp,,,,Unknown,Unknown,Unknown,0,0,0,0
https://www.douyin.com/user/MS4wLjABAAAApz3JEvVehqm69G5d7MHIOe4XpT27SCxAPPwrJhgrNQc2ipVR2o45J5tMUtnqc6Av,https://www.douyin.com/user/MS4wLjABAAAApz3JEvVehqm69G5d7MHIOe4XpT27SCxAPPwrJhgrNQc2ipVR2o45J5tMUtnqc6Av,,MS4wLjABAAAApz3JEvVehqm69G5d7MHIOe4XpT27SCxAPPwrJhgrNQc2ipVR2o45J5tMUtnqc6Av,,,,Unknown,Unknown,Unknown,0,0,0,0
https://www.douyin.com/user/MS4wLjABAAAAiJ6Wtvbqf2kCbpgDHP8Fvh8xXf2O1wj8cjUDL1p-qvIgBrC4GJWD9b3vrPcvgU07,https://www.douyin.com/user/MS4wLjABAAAAiJ6Wtvbqf2kCbpgDHP8Fvh8xXf2O1wj8cjUDL1p-qvIgBrC4GJWD9b3vrPcvgU07,,MS4wLjABAAAAiJ6Wtvbqf2kCbpgDHP8Fvh8xXf2O1wj8cjUDL1p-qvIgBrC4GJWD9b3vrPcvgU07,,,,Unknown,Unknown,Unknown,0,0,0,0
https://www.douyin.com/user/MS4wLjABAAAAIZfGUA3-I17tb8UJvi_9hWBmg1jUAkmEI-5ZQ4vRukQ,https://www.douyin.com/user/MS4wLjABAAAAIZfGUA3-I17tb8UJvi_9hWBmg1jUAkmEI-5ZQ4vRukQ,,MS4wLjABAAAAIZfGUA3-I17tb8UJvi_9hWBmg1jUAkmEI-5ZQ4vRukQ,,,,Unknown,Unknown,Unknown,0,0,0,0
